class,cap-shape,bruises,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population
poisonous,convex,no,close,broad,chocolate,silky,buff,brown,large,chocolate,solitary
poisonous,flat,no,close,broad,pink,silky,pink,buff,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,flat,no,close,narrow,white,smooth,white,white,flaring,chocolate,solitary
poisonous,flat,no,close,broad,pink,silky,brown,buff,large,chocolate,solitary
poisonous,convex,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,several
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,scattered
edible,convex,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,flat,no,close,narrow,white,silky,white,brown,evanescent,white,several
edible,flat,no,close,narrow,white,smooth,white,white,flaring,chocolate,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,convex,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,pink,silky,pink,buff,large,chocolate,several
edible,flat,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
edible,knobbed,no,crowded,narrow,white,smooth,white,brown,evanescent,white,several
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,chocolate,silky,pink,brown,large,chocolate,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
edible,flat,bruises,close,broad,red,smooth,red,white,evanescent,white,clustered
edible,knobbed,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,no,close,broad,chocolate,silky,pink,buff,large,chocolate,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
edible,flat,bruises,close,broad,red,smooth,red,white,evanescent,white,clustered
poisonous,flat,no,close,broad,chocolate,silky,pink,pink,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,flat,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,flat,no,close,broad,pink,silky,pink,pink,large,chocolate,several
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,several
poisonous,flat,no,close,broad,gray,silky,buff,brown,large,chocolate,solitary
edible,flat,no,crowded,narrow,white,fibrous,white,brown,evanescent,white,several
poisonous,bell,bruises,close,broad,white,smooth,white,white,pendant,green,several
edible,knobbed,bruises,close,broad,white,smooth,red,white,evanescent,white,clustered
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
poisonous,convex,bruises,close,broad,white,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,several
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,several
edible,flat,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
edible,flat,no,close,narrow,purple,smooth,white,white,flaring,chocolate,several
edible,convex,bruises,close,broad,white,smooth,white,red,evanescent,white,clustered
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,knobbed,bruises,crowded,narrow,white,smooth,white,white,pendant,white,clustered
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
edible,knobbed,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,scattered
edible,flat,bruises,close,broad,red,smooth,white,red,evanescent,white,clustered
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,bell,bruises,close,broad,green,smooth,white,white,pendant,green,several
edible,flat,no,crowded,narrow,white,fibrous,white,brown,evanescent,white,several
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,pink,silky,pink,brown,large,chocolate,several
edible,convex,bruises,close,broad,red,smooth,red,white,evanescent,white,clustered
edible,flat,bruises,close,broad,white,smooth,red,white,evanescent,white,clustered
edible,convex,no,close,narrow,purple,smooth,white,white,flaring,chocolate,several
edible,knobbed,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
edible,convex,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
edible,knobbed,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
edible,knobbed,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
poisonous,flat,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,broad,gray,silky,pink,brown,large,chocolate,several
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,scattered
edible,knobbed,no,crowded,narrow,white,smooth,white,brown,evanescent,white,several
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
poisonous,bell,bruises,close,broad,green,smooth,white,white,pendant,green,several
poisonous,bell,bruises,close,broad,green,smooth,white,white,pendant,green,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
edible,convex,bruises,close,broad,white,smooth,white,red,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,broad,gray,silky,buff,brown,large,chocolate,several
edible,convex,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
edible,flat,no,close,narrow,purple,smooth,white,white,flaring,chocolate,solitary
poisonous,flat,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
edible,convex,no,close,narrow,purple,smooth,white,white,flaring,chocolate,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,knobbed,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
edible,flat,no,close,narrow,pink,smooth,white,white,flaring,chocolate,solitary
poisonous,bell,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,several
edible,flat,no,crowded,narrow,white,fibrous,white,brown,evanescent,white,several
edible,convex,no,close,narrow,pink,smooth,white,white,flaring,chocolate,several
poisonous,convex,bruises,close,broad,white,smooth,white,white,pendant,chocolate,several
edible,convex,no,close,narrow,white,smooth,white,white,flaring,chocolate,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
edible,convex,bruises,close,broad,red,smooth,red,white,evanescent,white,clustered
poisonous,flat,bruises,close,broad,green,smooth,white,white,pendant,green,several
poisonous,flat,no,close,narrow,white,silky,white,yellow,evanescent,white,several
poisonous,flat,no,close,broad,gray,silky,pink,pink,large,chocolate,solitary
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,convex,no,close,broad,chocolate,silky,buff,buff,large,chocolate,several
edible,flat,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,bell,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,several
poisonous,convex,no,close,broad,chocolate,silky,pink,buff,large,chocolate,solitary
poisonous,bell,bruises,close,broad,gray,smooth,white,white,pendant,green,several
edible,flat,no,crowded,narrow,white,smooth,white,brown,evanescent,white,several
poisonous,flat,no,close,broad,gray,silky,pink,pink,large,chocolate,solitary
poisonous,flat,no,close,broad,chocolate,silky,pink,buff,large,chocolate,several
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,several
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,white,silky,white,yellow,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,solitary
edible,flat,no,crowded,narrow,white,smooth,white,brown,evanescent,white,several
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,several
edible,flat,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,several
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,no,close,broad,pink,silky,brown,brown,large,chocolate,several
edible,flat,no,crowded,narrow,white,smooth,white,brown,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
edible,knobbed,bruises,close,broad,red,smooth,white,red,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,convex,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,flat,no,close,broad,chocolate,silky,pink,pink,large,chocolate,several
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
edible,flat,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,flat,no,close,broad,pink,silky,buff,pink,large,chocolate,several
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,several
edible,flat,bruises,close,broad,red,smooth,red,white,evanescent,white,clustered
poisonous,flat,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,several
edible,knobbed,bruises,close,broad,red,smooth,red,white,evanescent,white,clustered
poisonous,flat,no,close,broad,pink,silky,brown,buff,large,chocolate,solitary
poisonous,convex,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,solitary
poisonous,flat,bruises,close,broad,green,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
edible,flat,no,close,narrow,white,smooth,white,white,flaring,chocolate,several
edible,convex,no,close,narrow,chocolate,smooth,white,white,flaring,chocolate,solitary
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
edible,convex,no,close,narrow,white,smooth,white,white,flaring,chocolate,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,convex,no,close,broad,gray,silky,pink,buff,large,chocolate,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,gray,silky,pink,brown,large,chocolate,solitary
poisonous,convex,no,close,broad,chocolate,silky,pink,pink,large,chocolate,several
poisonous,flat,no,close,broad,chocolate,silky,pink,brown,large,chocolate,solitary
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
edible,flat,no,close,narrow,purple,smooth,white,white,flaring,chocolate,several
poisonous,flat,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,scattered
edible,knobbed,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,scattered
poisonous,flat,no,close,broad,gray,silky,pink,pink,large,chocolate,solitary
poisonous,bell,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,bell,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,solitary
poisonous,convex,no,close,broad,gray,silky,brown,buff,large,chocolate,solitary
edible,convex,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
edible,knobbed,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
edible,convex,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
poisonous,flat,bruises,close,broad,green,smooth,white,white,pendant,green,several
edible,flat,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
edible,flat,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,convex,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,broad,chocolate,silky,buff,buff,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
edible,convex,bruises,close,broad,white,smooth,red,white,evanescent,white,clustered
edible,convex,no,close,narrow,purple,smooth,white,white,flaring,chocolate,solitary
poisonous,flat,no,close,broad,gray,silky,buff,pink,large,chocolate,solitary
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,convex,no,close,broad,chocolate,silky,buff,pink,large,chocolate,solitary
poisonous,bell,bruises,close,broad,green,smooth,white,white,pendant,green,several
edible,knobbed,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,several
edible,convex,bruises,close,broad,white,smooth,red,white,evanescent,white,clustered
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,no,close,broad,pink,silky,buff,buff,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,several
edible,knobbed,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
edible,convex,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
edible,convex,no,close,narrow,pink,smooth,white,white,flaring,chocolate,several
poisonous,flat,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
edible,flat,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
poisonous,flat,no,close,broad,pink,silky,buff,pink,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,solitary
edible,convex,no,crowded,narrow,white,smooth,white,brown,evanescent,white,several
poisonous,flat,no,close,broad,pink,silky,buff,brown,large,chocolate,solitary
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
edible,convex,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
edible,convex,bruises,close,broad,white,smooth,white,red,evanescent,white,clustered
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,pink,silky,pink,brown,large,chocolate,solitary
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,broad,chocolate,silky,brown,pink,large,chocolate,several
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
edible,knobbed,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
edible,convex,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
poisonous,flat,no,close,broad,gray,silky,buff,buff,large,chocolate,solitary
edible,flat,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
edible,convex,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,gray,silky,buff,pink,large,chocolate,several
poisonous,convex,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,gray,silky,buff,brown,large,chocolate,several
poisonous,flat,no,close,broad,pink,silky,brown,pink,large,chocolate,solitary
poisonous,flat,no,close,broad,chocolate,silky,brown,pink,large,chocolate,solitary
poisonous,flat,no,close,broad,gray,silky,buff,brown,large,chocolate,several
poisonous,bell,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,bell,bruises,close,broad,white,smooth,white,white,pendant,green,several
edible,convex,bruises,close,broad,white,smooth,white,white,evanescent,white,clustered
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
poisonous,bell,no,close,narrow,white,silky,white,brown,evanescent,white,several
poisonous,convex,bruises,close,broad,white,fibrous,white,white,pendant,chocolate,several
edible,flat,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
edible,knobbed,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
edible,flat,bruises,close,broad,white,smooth,red,red,evanescent,white,clustered
poisonous,bell,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,bruises,close,broad,white,smooth,white,white,pendant,chocolate,several
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,broad,pink,silky,brown,brown,large,chocolate,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,green,several
poisonous,convex,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,several
poisonous,bell,bruises,close,broad,green,smooth,white,white,pendant,green,several
edible,flat,no,close,narrow,pink,smooth,white,white,flaring,chocolate,solitary
edible,convex,no,crowded,narrow,white,fibrous,white,brown,evanescent,white,several
poisonous,convex,no,close,broad,pink,silky,brown,brown,large,chocolate,several
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,gray,silky,brown,pink,large,chocolate,several
edible,knobbed,bruises,close,broad,red,smooth,red,red,evanescent,white,clustered
poisonous,flat,no,close,broad,chocolate,silky,pink,pink,large,chocolate,solitary
poisonous,bell,no,close,narrow,white,silky,white,brown,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,broad,chocolate,silky,brown,buff,large,chocolate,solitary
poisonous,convex,no,close,broad,gray,silky,brown,buff,large,chocolate,solitary
poisonous,convex,bruises,close,broad,pink,fibrous,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
edible,convex,bruises,close,broad,white,smooth,red,white,evanescent,white,clustered
edible,flat,no,crowded,narrow,white,fibrous,white,brown,evanescent,white,several
poisonous,flat,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,knobbed,no,close,narrow,white,silky,white,yellow,evanescent,white,several
poisonous,flat,no,close,broad,chocolate,silky,pink,brown,large,chocolate,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,broad,chocolate,silky,pink,pink,large,chocolate,solitary
poisonous,flat,no,close,broad,pink,silky,buff,pink,large,chocolate,several
poisonous,convex,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,scattered
edible,convex,no,close,narrow,purple,smooth,white,white,flaring,chocolate,solitary
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,several
poisonous,convex,bruises,close,broad,white,smooth,white,white,pendant,chocolate,several
edible,knobbed,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
edible,convex,no,crowded,narrow,white,fibrous,white,brown,evanescent,white,several
poisonous,flat,no,close,broad,pink,silky,pink,brown,large,chocolate,several
edible,flat,no,close,narrow,white,smooth,white,white,flaring,chocolate,solitary
poisonous,flat,bruises,close,broad,white,smooth,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,green,smooth,white,white,pendant,green,several
poisonous,flat,no,close,broad,pink,silky,pink,brown,large,chocolate,solitary
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,broad,gray,silky,buff,buff,large,chocolate,several
poisonous,flat,bruises,close,broad,chocolate,fibrous,white,white,pendant,chocolate,scattered
poisonous,flat,bruises,close,broad,chocolate,smooth,white,white,pendant,chocolate,scattered
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,broad,pink,silky,brown,brown,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,bell,bruises,close,broad,gray,smooth,white,white,pendant,green,several
poisonous,flat,no,close,broad,gray,silky,buff,pink,large,chocolate,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
edible,knobbed,bruises,close,broad,red,smooth,white,white,evanescent,white,clustered
edible,convex,no,close,narrow,pink,smooth,white,white,flaring,chocolate,solitary
poisonous,flat,bruises,close,broad,pink,smooth,white,white,pendant,chocolate,several
poisonous,flat,no,close,broad,gray,silky,brown,pink,large,chocolate,solitary
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,pink,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,knobbed,no,close,narrow,buff,smooth,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,pink,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,white,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,smooth,white,pink,evanescent,white,several
poisonous,convex,no,close,narrow,buff,silky,white,white,evanescent,white,several
poisonous,flat,no,close,narrow,buff,silky,pink,white,evanescent,white,several
edible,bell,no,close,broad,yellow,smooth,orange,orange,pendant,brown,clustered
poisonous,flat,no,close,narrow,buff,silky,pink,pink,evanescent,white,several
